#Name	TATA-box	Inr	CCAAT-box	GC-box
TMED5_1	0	0	0	0
PANK4_1	1	1	0	1
CHRDL1_1	0	1	0	1
S100B_1	1	0	1	1
FAM107B_1	0	0	0	1
LAMB1_1	0	0	0	1
EPB41L1_1	0	0	0	1
SMARCAD1_1	0	0	0	0
MYLK2_2	0	1	0	0
DESI1_1	0	0	0	1
BANF2_1	0	0	0	1
CD36_4	0	0	0	0
RARS2_1	0	0	1	0
CAMKK2_1	0	1	1	1
CNOT2_4	0	0	0	0
LMBRD1_2	0	0	0	0
FITM2_1	0	0	0	0
CHD3_2	0	0	1	0
XRN2_1	0	0	0	1
AP4E1_1	0	0	0	0
WRAP53_1	0	1	0	0
SLC25A27_1	0	0	1	1
NPAS4_1	1	0	0	1
TRDMT1_4	0	0	0	0
ARMC8_2	0	0	0	1
DCD_1	1	1	0	0
HPS5_3	0	0	0	1
SYNGR3_1	0	0	0	1
TAF9_2	0	1	0	0
BCL11B_2	0	0	0	0
RHAG_1	0	1	0	1
RHNO1_1	0	1	0	1
B3GAT3_2	0	1	0	1
ZNF462_5	0	0	1	1
SPATA6_1	0	1	0	1
CHN2_4	0	0	0	0
RBKS_1	0	1	0	1
ROPN1B_3	0	1	1	1
RASSF1_1	0	1	0	1
CYR61_1	1	1	0	0
MUC15_3	0	0	0	0
VTI1A_1	0	0	0	0
C22orf39_1	0	0	1	0
LYST_1	0	0	0	1
MAFG_4	0	0	0	0
ZMYM6_2	0	0	0	0
POLR2E_1	0	1	1	0
SCD_3	0	0	0	0
LILRB1_1	0	0	0	1
SLC35F2_1	0	0	1	0
FSCN3_2	0	0	0	0
BFSP1_3	0	1	1	0
TRIB2_2	1	0	1	1
GRPR_2	0	1	0	0
ATP2C1_4	0	0	0	1
STRN3_1	0	1	0	0
SEC24C_1	0	0	0	0
BRPF3_2	0	0	0	1
RPS23_1	0	1	0	0
DHFR_1	0	1	0	1
GPR35_3	0	1	0	1
UNC80_1	0	0	0	0
MLLT4_4	0	0	0	1
ZNF592_1	0	0	0	0
WDR4_1	0	0	0	0
CCNK_1	0	1	1	1
TBC1D1_1	0	0	0	0
DFFB_2	0	0	0	1
RIPPLY3_1	0	0	0	0
DNM2_1	0	0	1	1
RBMXL1_5	0	0	0	0
RBM33_1	1	1	0	1
CLIP4_1	0	1	0	0
CCNE1_2	0	0	0	0
DCAF11_1	0	0	0	0
LCP2_1	0	0	0	0
PPDPF_1	1	1	0	1
TNNC2_2	0	0	0	1
MMP3_1	1	0	0	0
LHX2_3	0	0	0	0
PTS_2	1	0	0	0
CEP131_2	0	1	0	1
AIM1_2	0	0	0	0
E4F1_1	0	1	0	1
ITGB4_2	0	0	0	1
TWF2_1	0	0	0	0
UNKL_2	0	1	0	1
HAUS4_2	0	0	1	0
OSBPL6_3	0	0	0	1
LEFTY1_2	0	0	0	0
XPR1_1	0	0	0	1
GRIA1_1	0	1	0	0
BDH1_1	0	0	0	0
CYP2S1_2	0	1	0	0
COPS5_2	0	0	1	0
DUOX1_3	0	1	0	0
FARP1_1	0	0	0	1
SEMA3E_2	0	0	1	1
ZNF771_1	0	0	1	1
REPIN1_1	0	1	0	0
RFX5_2	1	0	0	1
LRP1_3	0	0	0	1
ZNF639_1	0	0	0	0
HOXD3_6	0	0	1	0
COL4A5_3	0	0	0	0
FRS2_2	0	0	1	0
ZBED1_2	0	0	0	1
KIAA0408_1	0	0	0	0
UGT1A1_1	0	1	0	0
FAM228A_3	0	0	0	0
ADRA1D_1	0	1	0	1
LAMTOR2_1	0	1	0	1
ZNF345_1	0	0	0	0
FKBP2_1	0	1	1	1
MRS2_1	0	0	1	0
MTR_1	0	1	1	0
ALDH4A1_2	1	0	1	0
SNRPD2_2	0	0	0	1
ADAMTS18_2	0	0	0	0
MT2A_2	0	0	0	1
PITPNM1_1	0	0	0	1
GPN3_1	0	1	0	1
ACTL6A_1	0	0	1	1
PRSS3_3	0	1	0	0
TMEM51_2	0	0	0	0
LYPD6B_3	0	0	0	0
NDUFS7_1	0	0	0	0
TUBG1_1	0	0	0	0
RAVER2_2	0	0	0	1
MYCL_1	1	0	0	1
TNFRSF18_2	0	0	1	1
HSD3B7_1	0	0	0	1
SYNGR4_1	0	0	0	1
CHEK2_1	0	1	1	1
RBAK_4	0	0	0	0
RPL26L1_3	0	0	0	1
TTC39A_3	0	1	0	0
TGFBR2_2	0	0	0	0
ALDH1A2_2	0	0	0	0
SLCO2A1_1	1	1	0	1
RPL39L_1	0	0	0	1
BCR_2	0	0	0	0
ZHX3_2	0	0	0	0
SYT3_2	0	1	0	1
RGMA_2	0	0	0	1
RASSF9_1	0	0	0	0
SEPT9_2	0	1	0	1
F2RL1_1	0	0	0	1
TIE1_1	0	1	0	1
SLC17A4_2	0	0	0	0
SHROOM2_2	0	1	0	0
MYOT_1	1	0	0	0
IL17RD_1	0	1	0	1
SIM2_1	1	1	0	1
TRIM37_1	0	1	1	0
RBFOX1_3	0	0	0	0
NUDCD3_1	0	1	0	0
CCDC126_1	0	0	0	0
CD34_2	0	0	0	0
UGT2B17_2	0	0	0	0
MRI1_1	0	0	0	1
USPL1_3	0	0	0	0
SLC25A6_1	0	0	1	1
PRKCSH_4	0	0	0	0
ENC1_2	0	0	1	0
FABP3_2	0	1	0	0
LEMD1_1	0	0	1	1
TNFSF15_1	1	1	0	1
TBC1D30_2	0	0	0	0
KRT18_1	1	0	0	1
C9orf47_1	0	0	0	1
SRP14_1	0	0	0	0
MTX1_1	0	1	0	1
ICAM2_2	0	1	0	0
GCDH_1	0	1	1	1
NABP1_3	0	0	0	0
B3GALNT1_1	0	0	0	1
TAOK2_2	0	0	0	0
ZNF330_1	0	0	0	1
TTLL5_3	0	0	0	0
ZNF92_1	0	0	1	1
ARHGAP25_3	0	0	0	1
FPR2_2	0	1	0	1
ZNF438_3	0	0	0	0
PKIG_1	0	0	0	0
CAMK2D_1	0	1	0	1
DTD1_3	0	0	1	1
E2F7_1	0	0	1	0
CXCL8_1	1	1	0	0
KRT86_1	0	1	0	0
LRRC4C_2	0	1	0	1
BMPR1A_2	0	0	0	1
DOK4_3	0	0	0	1
ZNF257_1	0	0	0	1
KANK4_1	0	1	0	1
TLE2_2	0	0	0	1
FAM53B_8	0	0	0	0
MB21D2_2	0	0	0	1
ZSWIM8_2	0	0	0	0
MRPL48_1	0	1	0	0
NADSYN1_2	0	0	1	1
APPL2_3	1	1	0	1
SVIL_3	0	0	0	0
CAMTA1_1	0	0	1	0
FGG_2	0	0	0	1
STK24_1	0	0	0	0
PARP14_3	0	0	0	0
ZNF584_2	0	1	1	0
DNLZ_2	0	0	0	1
TMEM248_1	0	1	0	0
GGT1_3	0	1	0	0
GAP43_3	1	0	1	1
TMEM241_2	0	0	0	0
SMTNL2_2	0	0	0	0
TCEAL9_2	0	0	0	1
GALR2_3	0	0	0	0
CDH2_3	0	1	0	0
TLX1_2	0	1	0	0
ILF3_2	0	0	0	0
SATB2_1	0	1	0	0
CCR2_1	1	1	0	0
RRP7A_2	1	0	1	1
RBM47_1	0	1	0	0
GREM2_1	0	1	0	0
LAMTOR5_1	0	0	0	0
PHF14_2	0	0	1	0
ZNF44_1	0	0	1	1
ENO4_1	0	0	0	1
MIA2_2	0	0	0	1
NRG1_1	0	0	0	1
SYDE2_1	0	1	0	0
ACKR4_1	0	0	0	0
INO80C_2	0	1	1	0
NUP85_1	0	0	0	0
DENND2D_2	0	1	0	0
MICALL1_1	0	0	0	1
TOB2_2	0	0	0	1
SLC8A3_1	0	0	0	0
ZNF670_1	0	0	1	1
NARS2_1	0	0	0	1
ZNF564_1	0	0	1	1
FAM76B_4	0	1	0	0
LRRC66_1	0	0	0	0
TMEM64_1	0	1	0	1
HDAC5_1	0	0	0	1
ZNF415_1	0	1	0	1
PSG7_1	0	0	0	1
AATK_1	0	1	0	0
FNIP2_1	0	1	1	0
SLC35E4_2	0	0	0	0
EXOSC7_1	0	0	0	0
APOA5_2	0	0	0	0
NOVA2_1	0	0	0	1
TBX5_3	0	0	0	0
KCNMB2_5	0	0	0	0
HAUS7_5	0	0	0	1
NUDT5_2	0	0	0	0
NUDCD1_1	0	1	0	0
CDYL2_1	0	1	0	0
IQCC_1	0	1	0	1
EIF2S3L_1	0	0	0	0
ZDHHC21_2	0	0	0	0
RPL7_2	0	0	0	1
FBXW11_1	0	0	0	0
AES_4	0	1	0	1
CFHR2_1	0	1	0	0
KLK13_2	0	0	0	1
TICAM1_1	0	1	0	0
GALNT15_1	0	0	0	0
IL11RA_1	0	1	1	1
GM2A_2	0	0	0	0
CD160_1	0	0	0	0
NPR3_2	0	0	0	0
KRT73_1	0	1	0	0
SCOC_1	0	0	1	0
CGGBP1_2	0	1	0	0
PTCD3_1	0	0	1	0
TMEM74B_2	0	0	0	0
PRKAR2A_1	0	1	0	1
ZFP1_1	0	0	0	0
ARHGAP18_1	0	0	0	1
DNAJC13_2	0	1	0	1
DEPDC5_1	0	0	0	1
UBE2E3_3	0	1	0	1
POTEE_4	0	0	0	0
SNTG1_3	0	0	0	0
ZBTB12_1	0	0	1	0
ACOT1_2	0	1	0	1
TMEM5_2	0	0	0	0
FBXO3_1	0	1	0	1
CENPP_2	0	0	0	0
STX3_1	0	1	0	0
ALG9_4	1	1	0	0
FUT8_4	0	0	0	0
C2orf66_1	0	1	0	0
IMPA1_2	1	0	0	1
C7orf31_2	0	0	0	0
PTPN9_3	1	0	1	0
NFYB_1	0	0	0	1
PLEKHG4B_1	0	1	0	1
PRND_1	1	0	1	1
SLC16A3_1	0	0	0	0
LNX2_2	0	0	0	0
CTF1_2	0	1	0	0
NSUN2_1	0	0	0	0
TAC4_1	0	0	1	1
DNPH1_1	0	0	0	1
PGAP2_2	0	0	1	1
INTS9_1	0	0	0	0
ASB17_1	0	0	0	0
C17orf80_2	0	0	0	0
WDR1_2	0	0	0	1
ST6GAL2_3	1	1	0	0
ODF3B_2	0	1	0	1
MOSPD1_2	0	0	0	1
NAT8L_1	0	0	0	0
C15orf65_1	0	1	0	0
FAM214B_4	0	1	1	1
SYTL1_1	0	1	0	1
FSTL3_2	0	1	0	1
KIF17_3	0	0	0	0
KAT8_1	0	0	1	1
MTURN_1	0	1	0	1
PDIA6_1	0	0	1	1
CNOT2_2	0	1	0	1
ABCA9_1	0	1	0	0
TKFC_2	0	1	0	1
ST3GAL3_4	0	0	1	1
PLIN3_1	0	0	1	1
SLC12A5_1	0	0	0	0
TRIM58_1	0	0	0	0
HS2ST1_2	0	0	1	1
ZNF280A_1	1	1	1	1
PTMS_2	0	1	0	0
AKAP9_2	0	1	0	1
COX4I2_1	0	1	0	0
PRB1_1	1	1	0	0
SHC3_2	0	0	0	0
C22orf29_6	0	0	1	0
FLCN_1	0	0	0	0
LFNG_1	1	0	1	1
VPS33B_1	0	0	0	1
RNF139_1	0	0	0	0
NDST3_2	0	0	0	0
MFSD13A_1	0	0	1	0
MAL2_2	0	0	0	1
DCHS2_1	0	1	0	1
KCNH5_2	0	0	0	1
WDR49_1	0	1	0	1
MFSD2A_1	1	0	1	1
MAGEA2B_3	0	0	0	0
ALDH5A1_2	0	0	0	0
ACVRL1_1	0	1	0	0
MGAT4A_1	0	0	0	0
RBMS3_3	0	0	0	0
AMFR_1	0	0	0	1
ZNF33A_2	0	1	0	0
IL36A_1	1	1	0	0
LGALS13_1	1	1	0	1
HNF1A_1	1	1	0	1
IRX1_1	0	0	0	0
ACAP1_1	0	1	0	1
ANXA2_1	1	0	0	1
FYB1_3	1	0	0	0
KCNIP4_2	0	0	0	0
UQCRB_2	0	0	0	0
LAMP3_1	0	1	0	0
UFC1_3	0	1	0	0
C3orf38_2	0	1	1	1
PHF11_1	0	0	0	0
TAF6_1	0	0	0	0
CCDC167_1	0	0	1	1
CXCL10_1	1	0	1	0
LMNA_1	1	1	0	1
FBLIM1_1	0	0	0	1
SMAP1_3	0	1	0	1
TMOD1_1	0	0	0	1
SLC9A8_1	0	0	0	1
UTP4_1	0	0	0	0
ARPC1B_4	0	0	0	1
HDAC11_1	0	0	0	0
COPS8_1	0	1	0	0
ANP32B_1	0	0	0	1
TRIM44_1	0	1	0	0
TMEM27_1	0	0	1	1
VAX1_2	0	0	1	0
TRAF3IP2_2	0	1	0	1
ZFP3_2	0	0	0	0
POMT2_1	0	0	0	1
CAMLG_1	0	0	0	1
PRKCA_1	0	1	0	1
DNAJB12_3	0	0	0	0
IGSF11_1	0	1	0	1
INPP1_3	0	1	0	1
CLEC3B_3	0	0	0	0
CYB5D1_1	0	0	0	0
PUS1_1	0	1	0	1
SPTAN1_1	1	0	0	1
C10orf35_1	0	0	0	0
TNNC2_3	0	0	0	0
TNFRSF10A_1	0	1	0	0
HDAC2_1	0	0	0	1
SMU1_3	0	0	0	1
C16orf46_1	0	0	0	1
SLC25A22_1	0	0	0	1
VCPIP1_1	0	0	0	1
SMKR1_2	0	1	0	0
ABHD2_2	0	1	0	1
PRPH_2	0	1	0	0
TMEM109_2	0	1	0	0
CCDC14_2	0	0	1	1
RSL24D1_2	0	0	0	1
PITPNC1_4	0	1	0	1
PITPNM2_3	0	0	0	1
ZBTB34_1	0	0	0	1
RPL13_2	0	0	0	0
PRR5_4	0	0	0	0
LIME1_2	0	0	0	1
SMCO4_1	0	1	0	0
ZNF497_1	0	1	0	1
C1orf186_1	0	1	1	1
FBXO5_1	1	0	0	1
C1orf87_2	0	1	0	0
SUV39H1_2	0	0	1	1
PRUNE_1	0	1	0	1
CAMTA2_1	0	0	0	1
TMUB2_1	0	0	0	1
CENPJ_1	0	1	0	0
PYGM_1	1	1	0	1
INMT_1	0	0	0	0
HOXD4_1	0	1	0	0
SYT14_1	0	1	0	1
